title,Rating,maincateg,actprice1
Women Navy Wedges Sandal,3.8,Women,999
Women Beige Wedges Sandal,3.8,Women,999
Shoes_FY727 Slip On Formal Shoes For Men Slip On For Men  (Black),3.7,Men,999
Women Black Flats Sandal,3.9,Women,799
Boots For Women  (Red),3.6,Women,1999
Backcourt SL Sneakers For Men  (Black),4.4,Men,5999
Stylish & Fashionable Slip-on 0.5 Inch. Bellies For Women  (Black),,Women,699
Women Black Wedges Sandal,3.3,Women,449
Corporate Casuals For Women  (Black),4.1,Women,599
Smart Casuals Canvas Shoes Combo pack of 2 Sneakers For Men  (Multicolor),4,Men,998
ISLAY FLIP LP Flip Flops,4,Men,1399
"SPEED XT ENHANCED LP Running Shoes For Women  (Black, Pink)",4.4,Women,3499
Women Tan Wedges Sandal,2.4,Women,1999
Jutis For Women  (Purple),3.9,Women,499
Pure Syntethic Leather Formal Shoes For Men Lace Up For Men  (Black),4,Men,816
"Shoes For Women's/Ladies/Female/Girls Trendy Fashionable Lightweight Comfortable Partywear, Casual wear Lace-UpCasual Stylish Boots/ Boots For Women  (Blue)",4.3,Women,999
Men Brown Casual Sandal,4.2,Men,2695
Longwalk Women Casual Sneakers Shoes,4.5,Women,454
Bellies For Women  (Black),4.2,Women,999
Women Black Heels Sandal,4,Women,799
Bellies shoe For Women  (Black),3.8,Women,499
Women Natural Wedges Sandal,4.3,Women,999
Women Brown Bellies Sandal,3.9,Women,999
Bella Toes Women White Pink Casual Sports Shoes Sneakers_6011,4.1,Women,699
"Women Tan, Brown Heels Sandal",4.2,Women,1299
"punjabi jutti , nagra , nagra shoes , kurta shoes , shoes for kurta pajamas , juti , jalsa , mojari Jutis For Men  (Brown)",3.8,Men,499
Sneakers For Men  (Blue),3.6,Men,1099
"SENSEBOUNCE + STREET W Running Shoes For Women  (Black, Grey)",4.1,Women,6999
Flip Flops,,Men,999
High Tops For Men  (Grey),4.3,Men,4299
Slippers,4.1,Women,399
FLEXAGONFORCE Walking Shoes For Women  (Black),4.4,Women,4999
Trendy and Comfortable Bellies For Women  (Black),4,Women,899
Women Blue Wedges Sandal,4.1,Women,1499
Mens Formal Brown Shoe Slip On For Men  (Brown),3.8,Men,999
High Top Girls Canvas Heel Sneakers Canvas Shoes For Women  (Black),4.1,Women,999
"GEL-QUANTUM 360 KNIT Running Shoes For Women  (Blue, Grey)",4.3,Women,15999
"Latest Ankle Combat Boots | Anti-Slip, Lace-up, Fashion Casual Booties| Raniy, Winter- Snow Boots For Women  (Black)",3.8,Women,1999
Men Brown Sandal,3.8,Men,2299
Comfortable Stylish Latest Design Walking Shoes For Women  (White),4.1,Women,999
Boots For Women  (Tan),3.7,Women,1999
Walking Shoes For Men  (Red),4.1,Men,999
Action Synergy Black ME432 Lace Up Shoes For Men  (Black),3.8,Men,999
Sports Mesh Running Shoes For Women  (Green),4,Women,899
Women Black Flats Sandal,4.1,Women,999
Partywear ethnic Juti Casuals For Women  (Pink),3.7,Women,499
Doctor Extra Soft Flat Ortho Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Flip Flops,4.1,Women,499
Gazelle W Sneakers For Women  (Pink),,Women,7999
Sea Max Men Brown Jutis [Mojaris] Jutis For Men  (Brown),3.9,Men,1999
Women Copper Flats Sandal,4,Women,999
Men Brown Sandal,3.8,Men,1999
Casual ethnic juties Jutis For Men  (Tan),3.8,Men,999
Women Silver Heels Sandal,3.7,Women,999
Jutis For Women  (Red),4,Women,599
ARYA - DIFFERENT EDGE Bellies For Women  (Pink),4.1,Women,4299
Women Red Phulkari Jutti Handmade Punjabi Jutti Mojari Online Handmade Jutis For Women  (Red),4.3,Women,1395
Women Black Flats Sandal,3.9,Women,599
Dashing Looking Jutis For Men  (Brown),4,Men,999
Women Blue Wedges Sandal,4.2,Women,999
Women Black Heels Sandal,4,Women,729
Men Green Sandal,3.2,Men,999
"punjabi jutti , nagra , nagra shoes , jutti , jalsa , mojari , rajasthani jutti Jutis For Men  (Blue)",3.3,Men,499
Zipper Synthetic Leather Casual Partywear New Design Stylish Boots For Women And Girls Boots For Women  (Pink),4.1,Women,999
Girls Stylish & Comfortable | Casual | Party Wear Boots For Women  (Brown),4.2,Women,999
Women Black Flats Sandal,3.9,Women,599
Lace Up For Men  (Black),4,Men,999
"JESS Sneakers For Men  (Red, White, Black)",4.3,Men,3299
Loafers For Men  (Blue),3.9,Men,499
Slides,4.1,Women,499
Women Pink Bellies Sandal,4.1,Women,499
"Women Blue, Gold Flats Sandal",3.8,Women,499
Leather Formals Slip On For Men  (Black),4,Men,2495
Canvas Shoes For Men  (Grey),4.2,Men,2099
Men Blue Sandal,4.1,Men,1499
Boots For Women  (White),4.3,Women,999
Sneakers for men(blue_6) Sneakers For Men  (Blue),4.1,Men,999
Good Quality Shoes More Comfortable And Light Weight Shoes for Women Bellies For Women  (Black),3.9,Women,999
AGROHA-1969-GREY-7 Casuals For Men  (Grey),3.7,Men,999
Lace Up For Men  (Black),3.9,Men,1699
"Urban Graphicster Wn's Sneakers For Women  (White, Maroon)",4,Women,2999
Casuals For Men  (Blue),3.8,Men,999
Men Olive Sandal,3.7,Men,1399
Women Black Heels Sandal,4.1,Women,999
Rajasthani Jaipuri jutti for girls and women Jutis For Women  (Multicolor),4.1,Women,845
Women Black Heels Sandal,3.7,Women,999
Women's Red Ethnic Leaf Sitara Printed Fabric Jutti Mojari Casuals For Women  (Red),4,Women,499
Elle Wine Color Casual for Women's Flip Flops,3.8,Women,499
Combo Pack of 5 Casual Sneakers With Sneakers For Men  (Multicolor),4,Men,3999
Flip Flops,3.8,Men,799
Outdoor Shoe For Men  (Brown),4.4,Men,3895
By Bata Slip On Shoes For Men  (Black),3.9,Men,3499
Girls Canvas Heel Sneakers For Women  (Red),4,Women,649
"GLECK Men's Casual Canvas Sport Shoes, Corporate Casual Outdoor Lace-Up Shoes, Running/Walking/Training and Gym Shoes Running Shoes For Men  (Multicolor)",3.8,Men,999
Bellies Jutis For Women  (Blue),3.2,Women,600
Rajasthani Jaipuri jutti for girls and women Jutis For Women  (Multicolor),4.1,Women,999
Combo pack of 4 sneaker shoes for women Sneakers For Women  (Multicolor),3.7,Women,1994
Slides,4,Women,599
New Latest Design Mens Mojaris Mocassin For Men  (Black),4,Men,699
Boots For Women  (Red),3.8,Women,1999
Mojaris For Men  (Black),3.7,Men,600
Pink Mesh Perfect Stylish Girls Dancing/Sports/Sneakers For Women Running Shoes For Women  (Pink),4.1,Women,999
Premium Slip On For Men  (Brown),4.1,Men,799
Mojaris For Men  (Tan),4.8,Men,1158
Oxford For Men  (Black),3.7,Men,1499
HELLION Z W Running Shoes For Women  (Grey),,Women,3299
PERRY Running Shoes For Women  (Black),4.2,Women,515
Bellies For Women  (Multicolor),3.9,Women,999
Sneakers For Women  (Blue),3.9,Women,499
WOMEN GOLDEN BLACK GOLA SLIPPER Slippers,3.9,Women,249
Women Off White Heels Sandal,3.8,Women,799
Men Blue Casual Sandal,3.7,Men,499
Women Grey Heels Sandal,3.8,Women,999
Synthetic Leather Casual Partywear Boots Shoes For Women And Girls Boots For Women  (Grey),,Women,999
Women Brown Flats Sandal,4.2,Women,999
GUIDE STRIDE RUN LP Running Shoes For Men  (Grey),4.3,Men,2799
Bellies For Women  (Multicolor),4.4,Women,999
Walking Shoes For Women  (Pink),4.6,Women,499
"D-SNEAKERZ Sneakers Shoes for Men Boys Latest, Mens Sneakers Shoes Casual",3.6,Men,699
Men Black Sandal,4,Men,1399
Men's Sky Blue Synthetic Leather Daily Casual Slides,4.1,Men,499
787 Training & Gym Shoes For Men  (Blue),3.6,Men,499
"Women Tan, Black Sports Sandal",3.6,Women,1299
Jutis For Men  (White),3.7,Men,499
Women Silver Flats Sandal,3.9,Women,699
Bella Toes Women White Pink Casual Sports Shoes Sneakers_6011,4,Women,699
Fabric Juti Jutis For Women  (Gold),3.2,Women,499
Boots For Women  (Green),4.2,Women,999
Bellies For Women  (Black),3.9,Women,499
DRAGON LADIES Running Shoes For Women  (Grey),4.1,Women,1699
Flip Flops,3.7,Men,399
Girl's Synthetic Leather Bellies For Women  (Black),3.9,Women,599
Slip On For Men  (Black),4.1,Men,2699
Men's Casual MOJARIS/Jutti /Nagra/Jalsa For Men  Mojaris For Men  (White),3.5,Men,999
Light Weight Sports Shoes Walking Shoes For Men  (Multicolor),3.9,Men,999
"Walking Shoes,Training Shoes, Gym Shoes,Sports Shoes, Cricket Shoes, Walking Shoes For Men  (Black)",3.4,Men,999
"Perfect Stylish,Trending High Ankle Boots For Women Boots For Women  (Brown)",4.2,Women,999
Flip Flops,4,Men,599
Jalsa Nagra Juti/jutti for Men /Casual shoes for men Ethnic Mule For Men  (Tan),4.2,Men,999
Women Beige Flats Sandal,4,Women,999
"Women Navy, Beige Sports Sandal",4.3,Women,3795
Slippers,4.4,Women,999
Sneakers For Women  (White),4.2,Women,999
"Earton Sports (Walking & Gym Shoes) Running, Loafers, Sneakers Shoes for Men Pack of 2 Combo(O)-1636-1646 Running Shoes For Men  (Multicolor)",4,Men,998
2 combo sports shoes Sneakers For Women  (Multicolor),4.1,Women,799
Women Red Bellies Sandal,4.1,Women,999
WOMEN JUTI Jutis For Women  (Maroon),,Women,499
Women Black Sports Sandal,2.3,Women,999
"Athleisure Knitted Sock Shoes Walking Shoes For Men  (Black, Red)",4.1,,1499
Women Grey Wedges Sandal,4.1,Women,999
"Combo Men Pack of 2 Loafers Shoes Sneakers For Men  (Black, Red)",4,Men,1159
Men Synthetic Leather Chappal (Camel) Flip Flops,3.8,Men,927
shoe Bellies For Women  (Copper),3.7,Women,499
Women Black Heels Sandal,3.8,Women,799
Sneakers for Women Sneakers For Women  (White),4.8,Women,999
Women Black Wedges Sandal,3.7,Women,499
Slippers,3.9,Women,299
Men's Marshmello (Green) Slides,4,Men,499
SL-138 Casuals For Women  (White),4.1,Women,625
"Cyber-41 Running Shoes,Gym Shoes,Training Shoes,Canvas Shoes Canvas Shoes For Men  (Grey)",3.9,Men,599
Synthetic Leather Casual Sneaker shoes for Women/girls Sneakers For Women  (Green),4.2,Women,999
"sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men<U+FFFD> Running Shoes For Men  (Yellow)",4.1,Men,999
Synthetic Leather Boots for Men Boots For Men  (Tan),4.1,Men,1299
SL-138 Casuals For Women  (White),4.1,Women,625
Combo-(2)-1044-993 Sneakers For Women  (Multicolor),4,Women,998
Combo Pack of 2 Latest Collection Stylish Loafers Sneakers Shoes For Women Sneakers For Women  (Multicolor),4,Women,998
Walking Shoes For Men  (Black),3.8,Men,999
Bacca Bucci Men's Sneaker,3.6,Men,999
"Lightweight Running Sports Shoes For Men Running Shoes For Men  (Black, Green)",4.1,Men,999
Women Black Wedges Sandal,4.1,Women,1249
Women Black Wedges Sandal,4.3,Women,4499
ALEXA Running Shoes For Women  (Black),4.3,Women,1699
Men Multicolor Clogs Sandal,3.4,Men,999
Slip On For Men  (Black),4.4,Men,2999
Women Red Bellies Sandal,3.6,Women,499
Men Black Sandal,4.2,Men,749
"Cricket,Badminton,Volly Ball,Sports Running Shoes For Men  (Black, Red)",3.9,Men,999
Ketava III DP Slippers,4.1,Men,1299
Shree Rajasthani Jaipuri Partywear Ethnic Womens Girls Ladies Belly Slipper Jutis For Women  (Multicolor),4.1,Women,499
Women Brown Heels Sandal,,,499
Running Shoes For Men  (Grey),3.6,Men,999
DENTON Outdoors For Men  (Grey),4.1,Men,2499
Boots For Women  (Black),3.8,Women,1699
Casuals For Men  (Brown),3.7,Men,999
"Women Pink, Brown Flats Sandal",4,Women,549
Women Blue Wedges Sandal,4.2,Women,1099
Women Black Flats Sandal,4.2,Women,492
Women Navy Bellies Sandal,4.1,Women,999
Trendy Fashion Combo Pack of 02 Pairs Outdoor Casuals Sneakers Walking Shoes For Men  (Blue),3.7,Men,1498
Men Black Sandal,2.3,Men,299
Slip On Sneakers For Men  (Blue),4.3,Men,1999
Running Shoes For Men  (Green),3.8,Men,999
"White Lace Up All Day Sports Shoes For Mens And Boys Running Shoes For Men  (White, White)",3.9,Men,999
SL 165 Walking Shoes For Women  (Pink),4.4,Women,999
Men Black Sandal,4.1,Men,2499
Red Chief Men's Blue Leather Casual Shoes (RC3504 002),3.9,Men,3799
Slippers,4,Women,499
"Shark casual shoes Casuals For Women  (Black, White)",4.1,Women,999
"Cappela IDP Sneakers For Women  (Black, Grey)",4.2,Women,3299
"Women Black, Green Sports Sandal",3.8,Women,891
Casuals For Women  (Red),4.1,Women,4095
Women Pink Flats Sandal,4.2,Women,1490
Jutis For Men  (Black),3.9,Men,499
Men's Breathable Fashion Training & Gym Shoes For Men  (Multicolor),3.9,Men,999
Comfortable Loafers Loafers For Women  (Black),4.1,Women,999
"Women Navy, Beige Sports Sandal",4.3,Women,3795
UPCOURT 4 Badminton Shoes For Women  (White),4.6,Women,3999
Designer belly Jutis For Women  (Brown),4,Women,499
GT-2000 5 (D) Running Shoes For Women  (Blue),4.4,Women,10999
Women Black Flats Sandal,4.3,Women,999
Women Blue Bellies Sandal,4.1,Women,999
Designer Bellies Bellies For Women  (Brown),3.7,Women,599
802 Boots For Women  (Black),3.9,Women,999
Slip On For Women  (Black),4,Women,499
Aubree - Tan Bellies For Women  (Tan),5,Women,1799
Women Black Sports Sandal,4.3,Women,3795
Jutis For Women  (Gold),3.7,Women,999
Mojaris For Men  (Brown),3.9,Men,1099
Combo pack of 2 sports and running shoes for men Running Shoes For Men  (Multicolor),3.6,Men,998
Men Tan Sandal,4,Men,999
Sneakers For Men  (Orange),3.9,Men,999
Slippers,4,Women,499
Women Black Wedges Sandal,4,Women,662
Black Men Home Slides | Boys Casual Chappals | Bathroom Footwear | Perfect Flipflops For Daily Wear | Walking Sleepers Slides,4,Men,499
Flip Flops,4,Women,1298
Flip Flops,3.8,Women,499
"Running Shoes For Men  (Black, Red)",3.9,Men,949
Womens Comfort Stylish Trending Heel (Pack Of 1 pairs)Size-8 Flip Flops,3.8,Women,499
Long Light Weight Black Shoes Boots For Women  (Black),3.9,Women,613
Training & Gym Shoes For Women  (Pink),4.3,Women,4499
Downshifter 9 Running Shoes For Men  (Blue),4,Men,3995
ZELT SL 2.0 M SS 19 Walking Shoes For Men  (Grey),4.3,Men,4799
Men Tan Sandal,4,Men,1999
Slip On Sneakers For Women  (Multicolor),3.8,Women,2495
Women Black Wedges Sandal,4.2,Women,999
Boots For Women  (Black),4.4,Women,999
Women Multicolor Wedges Sandal,4,Women,1499
Bellies For Women  (Tan),4,Women,999
Running Shoes For Men  (Red),3.8,Men,999
Synthetic Leather Casual Partywear Boots Shoes For Men Outdoors For Men  (Tan),4,Men,999
Women Beige Wedges Sandal,3.8,Women,499
Women Red Flats Sandal,4,Women,799
Sandoz Running Shoes For Men  (Black),4.1,Men,599
Women Beige Heels Sandal,3.6,Women,2499
Men Multicolor Casual Sandal,4.2,Men,842
Men Blue Sandal,4.1,Men,1499
Casuals For Men  (Multicolor),4,Men,1494
"ARGO TREK SS 19 Tennis Shoes For Men  (Black, Grey)",,Men,4299
Women Brown Wedges Sandal,4.1,Women,2490
Womens Comfort Block Stylish Trending Black slippers with Rubber strap Flip Flops,3.8,Women,499
Flip Flops,3.4,Men,799
New Fashionable And Comfortable Sneakers For Women And Girls Party Wear Party Wear For Women  (Pink),4.1,Women,999
Walking Shoes For Women  (Grey),4.1,Women,999
Blue Silk Sharwani Jutti Jutis For Men  (Blue),4.3,Men,699
Combat Army Boot For Men Boots For Men  (Black),4.2,Men,2299
Corporate Casuals For Women  (Black),4.1,Women,599
Women Black Wedges Sandal,4.2,Women,279
Walking Shoes For Men  (Black),3.8,Men,999
Running Shoes For Women  (Pink),4,Women,999
Women Off White Heels Sandal,4.3,Women,999
Women Green Flats Sandal,4.1,Women,1299
Slippers,3.8,Women,799
Men Grey Clogs Sandal,,,849
Black Bati Slip On Jutis Slip On For Men  (Black),3.7,Men,685
Slippers,3.8,Women,499
Leather & Fabric Punjabi Traditional Jutti for Women & Girl Jutis For Women  (Multicolor),3.8,Women,499
Boots For Women  (Black),3.9,Women,999
Slippers,3.8,Women,599
"Running Shoes For Women  (Green, Grey)",3.8,Women,999
Women Green Flats Sandal,4.1,Women,599
Wedges For Women  (Tan),5,Women,499
Slides,3.6,Men,998
Lace Up For Men  (Black),4.2,Men,5399
Mens Ethnic White Fabric Jutti Mojaris For Men  (White),3.6,Men,499
Women Black Heels Sandal,3.9,Women,999
Women Black Sports Sandal,4,Women,1899
Slip On For Women  (Black),4.2,Women,999
Women Pink Flats Sandal,4.1,Women,999
"Women Black, Red Sports Sandal",4.1,Women,749
Flash Cat IDP Slippers,4.2,Men,1399
"Women SL-124 Navy Blue Pink Running Shoes For Women  (Navy, Pink)",4.3,Women,999
WILLY-2 Bellies For Women  (Red),3.3,Women,499
Ankle Length & High Ankle Length Boots For Women  (Black),3.3,Women,999
"sports shoes for men | Latest Stylish Casual sport shoes for men | running shoes for boys | Lace up Lightweight black shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Grey, Red)",4.1,Men,1148
EASY VULC 2.0 Sneakers For Men  (Black),4.2,Men,3799
Women Beige Wedges Sandal,4.3,Women,1199
MOROCCO Running Shoes For Men  (Navy),4.2,Men,1049
Fashionable Bellies for Women's and Girl's Pack of 1 Bellies For Women  (Black),4.1,Women,499
Men Khaki Sandal,4.1,Men,2895
"New Tredy Stylish Girls Comfortable ,Lightweight, Fashionble ,Now Look ,Outdoor ,Ankle Length ,High heel, Walking, Running. Boot ,Shoe For Women /Girls/Ladies Boots For Women  (White)",4.2,Women,899
Women Black Wedges Sandal,4.3,Women,4499
Shoes For Ladies Girls Boots For Women  (Tan),4.4,Women,999
Women Beige Wedges Sandal,4.2,Women,999
Lucky Bellies for Women For Women  (Multicolor),2.3,Women,499
"Casual sneaker shoes and fashionable shoes for men Canvas Shoes For Men  (White, Black)",4,Men,2999
Synthetic Leather Formal Shoes Derby For Men's Best For Office Wear Derby For Men  (Brown),3,Men,1499
Athleisure Range Ankle Sports Walking Shoes For Women  (White),4.3,Women,5695
Bellies For Women  (Pink),4.3,Women,999
Men Brown Sandal,4.2,Men,329
VJ694 Bellies For Women  (White),3.7,Women,1499
Canvas Shoes For Men  (White),4.1,Men,1499
Women Blue Sports Shoes for Running / Walking (Ultra Lightweight Sole ) Walking Shoes For Women  (Blue),4,Women,999
CAMANDO Running Shoes For Men  (Black),4.2,Men,1699
Combo pack of 2 shoes for men Walking Shoes For Men  (Multicolor),3.6,Men,998
Men Black Casual Sandal,3.9,Men,499
"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,Women,949
Bellies For Women  (Maroon),4.3,Women,1096
Handmade Ethnic Embroidery Clogs For Women  (Blue),4.1,Women,899
Women Pink Bellies Sandal,4,Women,999
Men Black Sandal,4.1,Men,299
"Airsocks-12 Men's Flyknit Socks Sneakers,Ultra-lightweight, Breathable, Walking, Running, Casual Athleisure Knitted Sock Shoes Walking Shoes For Men  (Grey, Maroon)",4.1,Men,1499
In-Season TR 8 Training & Gym Shoes For Women  (Black),4.1,Women,5995
Casuals For Women  (Black),4.1,Women,499
Slippers,3.9,Women,299
Jutis For Women  (White),3.9,Women,699
Flip Flops,3.7,Men,399
Fashion Outdoor Canvas Casual Light Weight Lace-up Evening Walk Sneakers For Men  (Multicolor),3.9,Men,1299
Stylish 98 Pigment Blue Loafers and Mocassins (Casual Shoes) Loafers For Men  (Blue),3.9,Men,499
Slippers,4.4,Women,550
Men Olive Casual Sandal,4.2,Men,799
Slippers,4.1,Women,428
"Running Shoes For Women  (Navy, Pink)",4,Women,599
Women Gold Wedges Sandal,3.3,Women,533
Women Black Flats Sandal,4.2,Women,999
Women Breathable Gym Trainers Fitness/Workout Memory Foam Sock Slip Sports Shoes Training & Gym Shoes For Women  (Purple),3.9,Women,1999
DRIFTIUM Running Shoes For Women  (Grey),4.3,Women,5999
Lace Up For Men  (Black),4.2,Men,5399
Men Black Sandal,4.1,Men,2499
Slides,3.9,Men,499
Entrant Slipon MU IDP Walking Shoes For Men  (Blue),4.4,Men,3999
